y,m,d,Tair,Prec,Pet,Qobs
1988,10,28,15.5,20.8,1.14,1.316
1988,10,29,14.3,1.1,1.27,1.557
1988,10,30,13.2,0.1,1.28,1.557
1988,10,31,14.9,0,1.85,4.92
1988,11,1,17,0,2.46,1.242
1988,11,2,15.1,0,2.18,1.354
1988,11,3,13.1,0,2.07,1.285
1988,11,4,12,0,2.07,1.225
1988,11,5,10.8,0,2.02,1.218
1988,11,6,11,0,1.99,1.037
1988,11,7,11.4,0,1.93,1.066
1988,11,8,11.9,0,1.82,0.988
1988,11,9,15.3,0,1.97,1.051
1988,11,10,12.4,0,1.64,0.761
1988,11,11,10.5,0,1.88,0.384
1988,11,12,9.1,0,1.71,0.964
1988,11,13,8.9,0,1.8,1.015
1988,11,14,12.3,0,1.87,2.099
1988,11,15,13,0,1.13,1.046
1988,11,16,14.1,3.3,1,0.783
1988,11,17,13.5,7.8,0.96,0.807
1988,11,18,11,0,1.7,0.504
1988,11,19,8.2,0,1.24,0.609
1988,11,20,12.3,0,1.28,0.776
1988,11,21,12.7,0,1.63,0.772
1988,11,22,13.7,0,1.37,0.79
1988,11,23,15.5,0,1.74,1.291
1988,11,24,9.7,0,1.51,1.535
1988,11,25,9.5,0,0.85,0.955
1988,11,26,10,0.1,1.52,1.421
1988,11,27,5.4,0,1.39,1.129
1988,11,28,5.1,0,1.44,0.691
1988,11,29,5.4,0,1.29,0.841
1988,11,30,8.8,0,0.83,0.948
1988,12,1,8.7,0,1.44,0.928
1988,12,2,6.8,0,1.41,1.01
1988,12,3,7.9,0.1,1.24,0.716
1988,12,4,11.1,0,1.8,1.01
1988,12,5,6.6,0,1.24,0.663
1988,12,6,5,0,1.19,0.912
1988,12,7,7.5,0,1.36,0.685
1988,12,8,9.9,0,1.04,0.78
1988,12,9,7.2,0.1,1.01,0.723
1988,12,10,4.4,0,1.29,0.756
1988,12,11,4.4,0,1.16,0.74
1988,12,12,4.1,0,1.21,0.769
1988,12,13,5.5,0,1.38,0.722
1988,12,14,6.6,0,1.5,0.765
1988,12,15,8.8,0,1.48,0.658
1988,12,16,4.7,0,1.34,1.215
1988,12,17,4.8,0,1.23,0.602
1988,12,18,6.2,0,1.27,0.399
1988,12,19,7.4,0,1.33,0.578
1988,12,20,9.1,0,1.34,0.609
1988,12,21,10.7,0,1.41,0.506
1988,12,22,9.5,0,0.83,0.607
1988,12,23,10.4,0,1.18,0.667
1988,12,24,10.9,0.4,1.34,0.68
1988,12,25,8.5,0,1.01,0.562
1988,12,26,8,0,1.1,0.52
1988,12,27,6.9,0.1,1.14,0.578
1988,12,28,9.1,0,1.29,0.531
1988,12,29,9,0,1.2,0.562
1988,12,30,8.1,18.3,0.78,0.839
1988,12,31,7.1,17.8,0.7,1.637
1989,1,1,6.6,0.1,0.74,1.249
1989,1,2,9.1,0,1.26,1.004
1989,1,3,8.7,0,1.24,0.798
1989,1,4,8.4,1.1,0.8,0.794
1989,1,5,10.1,12.1,0.85,0.868
1989,1,6,11.4,9.2,0.89,1.63
1989,1,7,13,53.9,0.87,4.135
1989,1,8,14.9,49.8,1.01,14.466
1989,1,9,12.8,0,0.97,4.423
1989,1,10,15.9,0,1.26,2.172
1989,1,11,7.1,8.1,0.81,1.713
1989,1,12,2,9.8,0.55,1.648
1989,1,13,0.4,35.1,0.51,3.075
1989,1,14,-1.3,19.7,0.58,3.76
1989,1,15,1.6,0,0.87,2.406
1989,1,16,2.1,6.6,0.61,2.447
1989,1,17,6.9,0.3,0.98,2.89
1989,1,18,6.7,0.3,0.77,3.058
1989,1,19,4.1,1.1,0.63,2.759
1989,1,20,5,0.1,0.78,2.074
1989,1,21,6,0.1,0.75,1.82
1989,1,22,4.3,7.9,0.77,2.21
1989,1,23,3.8,0,1.27,1.84
1989,1,24,5.7,0,0.97,1.528
1989,1,25,7.8,0.1,1,1.492
1989,1,26,7.3,0.1,1.35,1.385
1989,1,27,5.9,0.3,0.94,1.245
1989,1,28,5.8,0.1,1.65,1.345
1989,1,29,5,0.8,0.98,1.454
1989,1,30,4.9,10,0.79,1.367
1989,1,31,5.4,2.6,0.77,1.08
1989,2,1,3.8,1.6,0.76,1.438
1989,2,2,4.5,4.7,0.81,1.923
1989,2,3,3.8,1.3,0.81,1.419
1989,2,4,4.9,0,0.86,1.38
1989,2,5,7.4,0.1,0.98,1.162
1989,2,6,8.5,2.7,0.96,1.184
1989,2,7,5.6,29.3,0.82,2.525
1989,2,8,4,5.7,0.72,2.117
1989,2,9,3.6,6.1,0.8,3.666
1989,2,10,4.1,0,1.25,1.737
1989,2,11,4.1,0,1.7,1.807
1989,2,12,3.6,0,1.68,1.789
1989,2,13,5.3,0,1.84,1.374
1989,2,14,7.1,0.1,1.18,0.946
1989,2,15,9.9,3.7,1.14,2.797
1989,2,16,14.5,10.5,1.47,2.65
1989,2,17,12,3.4,1.06,2.262
1989,2,18,7.6,5.8,1.06,2.87
1989,2,19,8.2,1.2,1.03,1.695
1989,2,20,12.5,0.4,1.28,2.045
1989,2,21,9.5,0.1,1.06,1.67
1989,2,22,7.3,0.1,1.06,1.474
1989,2,23,11.3,0.1,1.25,1.802
1989,2,24,6.2,0.1,1.17,1.376
1989,2,25,6.5,2.9,1.97,2.067
1989,2,26,7.4,0,2.05,0.925
1989,2,27,9.1,0,1.87,1.14
1989,2,28,13.8,0,2.52,1.374
1989,3,1,14.6,0.1,1.95,1.115
1989,3,2,16.2,0,2.34,1.021
1989,3,3,15,0.1,1.37,1.024
1989,3,4,4.2,6.6,0.98,1.12
1989,3,5,6,0,2.23,1.254
1989,3,6,4.4,0,1.91,1.053
1989,3,7,5.7,0,2.15,1.269
1989,3,8,5.8,0,2.35,1.09
1989,3,9,5.9,0,2.01,0.812
1989,3,10,8.6,0,2.51,0.765
1989,3,11,12.6,0,1.47,0.645
1989,3,12,16.4,0,3.04,0.76
1989,3,13,17.4,0,3.03,0.631
1989,3,14,17.4,0,2.8,0.624
1989,3,15,15.8,0.1,1.52,0.674
1989,3,16,17.7,2.3,1.83,0.747
1989,3,17,14.4,8.1,1.35,1.053
1989,3,18,13.3,10,1.41,0.915
1989,3,19,13.7,9.3,1.57,1.376
1989,3,20,12.1,0,1.63,1.409
1989,3,21,12.8,0.1,1.47,1.1
1989,3,22,12.1,2.8,1.95,1.091
1989,3,23,12.6,25.4,1.43,2.397
1989,3,24,13.6,1.1,1.51,2.252
1989,3,25,6.9,25.6,1.25,3.263
1989,3,26,8.4,0.6,1.33,3.167
1989,3,27,10.1,0,2.75,2.353
1989,3,28,11.9,0,3.18,1.617
1989,3,29,8.7,0,1.6,1.385
1989,3,30,12.6,2.2,1.68,1.271
1989,3,31,15.1,1,1.63,1.318
1989,4,1,18.4,1.5,1.87,1.363
1989,4,2,21.7,0.3,3.09,1.238
1989,4,3,19,23.2,1.82,2.636
1989,4,4,17.3,0.7,1.75,4.017
1989,4,5,14.8,2.8,1.58,2.465
1989,4,6,14.4,7,1.61,2.464
1989,4,7,15.4,0.1,1.79,2.661
1989,4,8,14.7,0.8,1.57,2.094
1989,4,9,14.3,4.5,1.62,2.324
1989,4,10,16.3,0.1,3.07,2.261
1989,4,11,17.9,0,3,1.552
1989,4,12,14.4,0.5,2.13,1.332
1989,4,13,13.6,32.4,1.58,5.116
1989,4,14,13.1,0.6,1.6,5.014
1989,4,15,13.5,0,2.73,2.85
1989,4,16,14.7,0,3.56,2.116
1989,4,17,12.8,14.9,1.75,2.03
1989,4,18,17.3,2.2,1.77,3.517
1989,4,19,19.7,55,2.44,6.764
1989,4,20,20.9,57.3,2.63,20.721
1989,4,21,22.6,2,2.71,13.906
1989,4,22,20.2,0.4,2.75,5.796
1989,4,23,16.3,14.8,1.79,5.663
1989,4,24,15.2,0.1,3.3,4.142
1989,4,25,13.9,0.2,1.8,3.334
1989,4,26,17.7,0,2.93,2.966
1989,4,27,19.8,9.3,1.94,2.774
1989,4,28,23.1,4.7,4.09,3.049
1989,4,29,17.6,24.1,1.89,8.112
1989,4,30,16.8,1.2,2.63,5.486
1989,5,1,16.3,3.4,1.77,4.048
1989,5,2,16.6,0.8,1.82,4.289
1989,5,3,18.8,0.1,3.08,4.11
1989,5,4,19.3,2.9,2.1,3.227
1989,5,5,20.2,0,3.75,2.736
1989,5,6,18.9,0,4.1,2.27
1989,5,7,20,0,4.31,2.09
1989,5,8,18.9,6.6,1.99,1.951
1989,5,9,20.5,54.2,2.2,7.357
1989,5,10,26,0,4.8,5.442
1989,5,11,25.9,42.2,3.38,4.893
1989,5,12,21.7,2.9,2.31,8.132
1989,5,13,19,36.8,1.92,16.239
1989,5,14,19.2,0,3.25,7.911
1989,5,15,16.1,15.4,1.81,5.602
1989,5,16,14.8,84,1.67,22.619
1989,5,17,19.7,12.5,2.99,27.24
1989,5,18,21,0.1,2.56,10.823
1989,5,19,23.1,0,4.12,7.565
1989,5,20,22.6,1.6,2.22,5.988
1989,5,21,22,10.6,2,6.146
1989,5,22,23.3,15.3,2.2,6.066
1989,5,23,21.2,53.9,2.04,20.288
1989,5,24,20.8,2.3,2.13,13.544
1989,5,25,20.2,0,3.66,6.303
1989,5,26,19.6,7.5,2.99,4.817
1989,5,27,20.9,11.5,2.09,5.982
1989,5,28,22,7,2.11,6.523
1989,5,29,20.3,9.3,2.05,10.788
1989,5,30,19.5,20.4,2.02,10.355
1989,5,31,20.8,0,4.21,7.677
1989,6,1,21.4,0.4,2.6,5.04
1989,6,2,23.2,0.2,2.8,4.097
1989,6,3,22,1.9,2.16,3.191
1989,6,4,25.3,0.1,3.29,4.333
1989,6,5,23.8,1.6,2.36,4.077
1989,6,6,25.6,1,4.08,4.025
1989,6,7,27.7,0,5.4,3.1
1989,6,8,26.3,0,5.57,2.75
1989,6,9,27.3,0,5.54,2.683
1989,6,10,26.7,1.2,5.33,3.201
1989,6,11,23.8,36.6,3.32,4.17
1989,6,12,24.8,17.3,3.34,7.541
1989,6,13,25.8,0,3.83,3.517
1989,6,14,26.6,0,4.48,2.864
1989,6,15,27.9,0,5.53,2.516
1989,6,16,28,0,5.38,1.876
1989,6,17,27.1,0,3.69,2.192
1989,6,18,22.2,33,2.13,3.769
1989,6,19,19.2,10.2,1.81,6.619
1989,6,20,20.7,0.2,2.16,4.106
1989,6,21,20.3,1.2,2.08,3.167
1989,6,22,19.2,39.9,1.95,6.336
1989,6,23,22.3,0.2,3.44,3.595
1989,6,24,22.4,0,4.61,3.595
1989,6,25,23.9,0.3,4.78,3.02
1989,6,26,25.2,2.9,4.22,2.888
1989,6,27,25.7,1.4,3.47,2.944
1989,6,28,25,13.7,3.32,4.186
1989,6,29,23.9,17.5,2.51,8.645
1989,6,30,21.7,108.1,2.04,52.924
1989,7,1,22.9,34.1,2.21,22.356
1989,7,2,24.3,7.2,2.54,12.728
1989,7,3,23.8,9,3.18,11.508
1989,7,4,24.2,0.1,2.25,6.952
1989,7,5,26.6,0,4.67,4.266
1989,7,6,26.7,0,5.28,3.773
1989,7,7,27,0,5.47,3.515
1989,7,8,26.9,0,4.54,3.229
1989,7,9,27.6,0,4.53,3.116
1989,7,10,27.9,0,5.39,3.004
1989,7,11,27,0,4.35,2.823
1989,7,12,27.6,0,5.76,2.703
1989,7,13,28.2,0,5.81,2.707
1989,7,14,29.1,0,5.85,2.533
1989,7,15,28.9,0,5.77,2.322
1989,7,16,27.2,0,5.62,2.188
1989,7,17,29.1,0,5.39,2.146
1989,7,18,28.8,0,5.68,1.994
1989,7,19,28,0,6,1.94
1989,7,20,28.4,0.1,5.74,1.586
1989,7,21,28.5,0,5.67,2.17
1989,7,22,25.8,11.5,3.18,2.17
1989,7,23,26.9,0,4.01,1.896
1989,7,24,27.9,0,5.57,1.628
1989,7,25,26.5,2.8,3.14,1.773
1989,7,26,26.1,9.4,3.13,2.69
1989,7,27,24,2.8,2.22,2.701
1989,7,28,24.6,0,3.41,2.175
1989,7,29,22,0.1,2.2,2.125
1989,7,30,21.7,0.3,2.15,2.045
1989,7,31,23.2,8.4,3.17,2.262
1989,8,1,24.1,8.1,3.43,2.088
1989,8,2,25.2,0,4.69,2.143
1989,8,3,24.8,0,5.21,1.7
1989,8,4,22.8,0,3.92,1.202
1989,8,5,25.9,0,3.78,1.439
1989,8,6,25.8,0,4.24,1.55
1989,8,7,26.5,0,4.22,1.488
1989,8,8,26.8,11.6,5.01,1.47
1989,8,9,26.4,0.5,4.61,1.579
1989,8,10,27.1,0,5.18,1.436
1989,8,11,28.1,0,5.41,1.28
1989,8,12,28.6,0,5.67,1.122
1989,8,13,28.9,0,5.66,1.249
1989,8,14,28.8,0.1,5.3,1.151
1989,8,15,27.5,0.1,4.92,1.264
1989,8,16,24.8,0.1,4.16,1.855
1989,8,17,26.4,0.3,3.56,1.387
1989,8,18,24.3,0,4.16,1.65
1989,8,19,25.9,0,4.6,1.142
1989,8,20,25.8,0,4.82,1.242
1989,8,21,25.2,0.9,2.74,1.401
1989,8,22,25.7,1.4,3.54,1.619
1989,8,23,25.7,0,3.46,1.336
1989,8,24,24.4,8.2,3.23,1.534
1989,8,25,25.6,0,3.36,0.992
1989,8,26,25.9,0.1,4.01,1.385
1989,8,27,26,0.1,3.41,1.162
1989,8,28,26.9,0.1,4.84,1.318
1989,8,29,27.4,0,4.26,1.162
1989,8,30,27.9,0,5.05,1.129
1989,8,31,28.3,0,4.93,1.041
1989,9,1,27.5,0,4.52,1.245
1989,9,2,26.4,0.1,3.13,1.22
1989,9,3,24.6,2.7,2.09,1.276
1989,9,4,24.5,0.5,2.02,1.18
1989,9,5,23.4,40.1,2.23,3.279
1989,9,6,24,0.1,3.87,2.808
1989,9,7,25.4,0.1,3.42,1.057
1989,9,8,25.7,0,4.32,1.559
1989,9,9,25.4,0,4.01,1.764
1989,9,10,26,0,3.96,1.331
1989,9,11,25.4,0,4.38,0.943
1989,9,12,24.7,0.1,2.52,1.448
1989,9,13,21.8,0.3,2.46,1.338
1989,9,14,18.6,4.2,1.63,2
1989,9,15,23,1.3,2.9,1.468
1989,9,16,25.3,1.9,3.72,1.53
1989,9,17,24.4,14.5,2.82,2.137
1989,9,18,24,0.1,2.73,1.63
1989,9,19,24.8,0.1,3.32,1.456
1989,9,20,23.1,0.7,2.62,1.671
1989,9,21,23,0.1,1.86,1.378
1989,9,22,24,0,3.73,1.039
1989,9,23,24.2,0,2.54,1.561
1989,9,24,23.9,0,3.94,1.282
1989,9,25,24.7,0,4.15,1.345
1989,9,26,25.8,0.8,4.02,1.271
1989,9,27,26,27.4,3.06,1.88
1989,9,28,24.1,0,2.74,1.516
1989,9,29,23.4,0,2,1.528
1989,9,30,23.4,6.4,1.81,0.812
1989,10,1,21.7,6.2,1.81,1.349
1989,10,2,21.7,0,3.28,1.211
1989,10,3,21.3,0.1,2.05,1.131
1989,10,4,21.3,0,3.16,0.935
1989,10,5,21.3,0,2.84,1.135
1989,10,6,21.1,0,1.77,0.966
1989,10,7,21.2,0,3.33,1.224
1989,10,8,17.4,0,2.74,1.276
1989,10,9,17,0,2.9,0.645
1989,10,10,18.4,0,2.85,0.941
1989,10,11,18.4,0,2.96,1.153
1989,10,12,18.5,2,1.56,0.954
1989,10,13,17.8,38.2,1.32,1.989
1989,10,14,20.2,3.1,2.36,2.152
1989,10,15,22.8,0.1,2.92,1.55
1989,10,16,18.2,1.4,1.46,1.193
1989,10,17,12.6,0.9,1.24,1.184
1989,10,18,14.8,0,1.86,1.004
1989,10,19,13.9,0,2.4,0.799
1989,10,20,13,0,2.32,0.803
1989,10,21,15.4,0,2.36,0.959
1989,10,22,17.5,0,1.68,0.915
1989,10,23,18.5,0,2.55,0.883
1989,10,24,18.2,0,2.27,0.807
1989,10,25,21.1,0,2.32,0.876
1989,10,26,21.5,12.8,2.43,0.854
1989,10,27,22.5,0.1,2.45,0.756
1989,10,28,20.2,0,1.98,0.979
1989,10,29,19.7,0,1.34,0.986
1989,10,30,21.4,0.1,2.21,0.859
1989,10,31,20.7,2.2,1.47,0.85
1989,11,1,16.9,0,2.33,0.634
1989,11,2,16,0,2.25,0.727
1989,11,3,17.2,0,2.42,0.711
1989,11,4,19.3,0,2.05,0.732
1989,11,5,20.4,0,2.47,0.667
1989,11,6,19.9,0,2.38,0.865
1989,11,7,19.8,0,2.13,0.499
1989,11,8,16.2,0,1.61,0.647
1989,11,9,11.9,0,1.15,0.676
1989,11,10,13.4,0,1.05,0.676
1989,11,11,15,0,1.92,0.627
1989,11,12,15.9,0,2.06,0.676
1989,11,13,12.2,5.7,1,0.627
1989,11,14,9.6,10,0.77,0.868
1989,11,15,9.2,2,0.89,0.723
1989,11,16,9.1,1,0.87,0.676
1989,11,17,10.4,0,0.94,0.627
1989,11,18,11.9,0,1.41,0.676
1989,11,19,7.9,0,1.41,0.627
1989,11,20,7.7,0,1.43,0.68
1989,11,21,9.2,0,1.62,0.758
1989,11,22,11.8,0,0.95,0.691
1989,11,23,12.6,19.8,0.88,1.191
1989,11,24,13.7,2.1,0.97,1.022
1989,11,25,15.6,0,1.58,0.843
1989,11,26,13.4,0,1.28,0.761
1989,11,27,13.1,0,1.89,0.749
1989,11,28,7.4,0,2.43,0.624
1989,11,29,4,0,1.26,0.805
1989,11,30,5.2,0,1.32,1.211
1989,12,1,5.6,0,1.31,0.897
1989,12,2,6.5,0,1.46,0.685
1989,12,3,6.9,0,1.43,0.544
1989,12,4,7.5,0,1.37,0.636
1989,12,5,7.7,0,1.38,0.693
1989,12,6,8.6,0,1.43,0.547
1989,12,7,8.8,0,1.46,0.618
1989,12,8,8.9,0,1.29,0.571
1989,12,9,7.1,0,1.26,0.654
1989,12,10,7.8,0,1.36,0.618
1989,12,11,9.3,0,1.42,0.774
1989,12,12,10.7,0,1.38,0.471
1989,12,13,8.8,0,1.21,0.604
1989,12,14,7,0,0.77,0.557
1989,12,15,7.6,0,1.11,0.557
1989,12,16,7,0,1.14,1.376
1989,12,17,6.7,0,1.2,0.693
1989,12,18,8.2,0,1.33,0.571
1989,12,19,8.9,0,1.27,0.665
1989,12,20,10.5,0,1.36,0.651
1989,12,21,11.4,6.3,0.86,0.589
1989,12,22,9.1,0.3,0.79,0.741
1989,12,23,6.5,2.6,0.79,0.578
1989,12,24,6.2,0,0.74,0.627
1989,12,25,6.8,0.5,0.73,0.578
1989,12,26,4.9,8.4,0.66,0.711
1989,12,27,5.7,0,0.72,0.66
1989,12,28,6.1,6.2,0.73,0.867
1989,12,29,5.1,0.3,0.89,0.752
1989,12,30,5.6,0,1.18,0.821
1989,12,31,7.5,0,1.03,0.586
1990,1,1,9,4.1,0.79,0.589
1990,1,2,7.3,0,0.78,0.868
1990,1,3,7.7,0,1.02,0.578
1990,1,4,8.1,0,1.17,0.683
1990,1,5,8.2,0.4,0.8,0.703
1990,1,6,11.1,0,1.16,0.609
1990,1,7,11.3,0.2,1.22,0.578
1990,1,8,11.9,0.8,1.46,0.631
1990,1,9,11.5,2.7,1.14,0.611
1990,1,10,10,19,0.86,0.961
1990,1,11,8.2,37,0.7,2.23
1990,1,12,7.8,2.7,0.81,2.382
1990,1,13,7.7,0.8,0.79,1.211
1990,1,14,10.1,4.8,0.88,1.525
1990,1,15,5.9,22,0.79,2.043
1990,1,16,3.9,0.1,0.75,1.816
1990,1,17,5.9,0,1.46,1.253
1990,1,18,8.6,20.1,0.86,2.137
1990,1,19,5.6,10.5,0.77,2.047
1990,1,20,3.9,2.3,0.69,2.319
1990,1,21,4.7,2.1,0.74,1.577
1990,1,22,4.9,10.2,0.66,2.698
1990,1,23,3.3,2.4,0.76,1.894
1990,1,24,3.2,0,1.14,1.916
1990,1,25,5.4,0,1.4,1.479
1990,1,26,7.6,0,0.95,1.099
1990,1,27,9.8,0,1.6,1.102
1990,1,28,12,0,1.9,0.923
1990,1,29,15.6,0,1.95,1.309
1990,1,30,9.7,16.1,0.88,0.825
1990,1,31,-1.5,7.6,0.55,1.916
1990,2,1,-0.4,0.1,0.95,1.508
1990,2,2,2.7,7.4,0.74,1.733
1990,2,3,1.5,9.7,0.61,2.266
1990,2,4,1.2,3.9,0.69,2.175
1990,2,5,2.7,1.1,0.74,1.702
1990,2,6,7.1,0.3,1.49,1.862
1990,2,7,9.8,0,1.19,0.879
1990,2,8,10,0,1.05,1.164
1990,2,9,12.7,0,1.56,1.169
1990,2,10,14,0.4,1.66,0.972
1990,2,11,9.7,0.8,1.74,1.461
1990,2,12,9.4,0,1.3,0.836
1990,2,13,13.4,0.6,1.29,1.32
1990,2,14,15.4,0.7,1.22,0.731
1990,2,15,17.6,7.8,1.89,0.796
1990,2,16,14.8,10.9,1.41,1.042
1990,2,17,14.4,11.2,1.2,1.32
1990,2,18,14.7,3.6,1.38,1.505
1990,2,19,14.2,0,2.6,1.429
1990,2,20,12.6,4.2,1.19,1.59
1990,2,21,15.3,0.1,1.31,1.082
1990,2,22,13.3,38.5,1.16,2.991
1990,2,23,7.1,2.7,0.99,4.518
1990,2,24,4,2.1,0.83,3.167
1990,2,25,1.7,2.7,0.8,2.534
1990,2,26,2.9,1,0.83,1.526
1990,2,27,5.4,13.1,0.94,1.871
1990,2,28,4.8,25.1,0.81,5.487
1990,3,1,4.4,0.2,0.96,4.896
1990,3,2,5,0.5,0.99,2.518
1990,3,3,5,2.7,1.04,1.943
1990,3,4,4.9,4.4,0.96,2.021
1990,3,5,7.4,0.1,1.82,1.675
1990,3,6,6.8,0,2.1,1.416
1990,3,7,7.8,0,2.34,1.494
1990,3,8,9,0,2.16,1.361
1990,3,9,11.6,0,2.6,1.363
1990,3,10,12.1,0.1,1.76,0.983
1990,3,11,14.6,8.9,1.46,1.294
1990,3,12,16.2,0.4,1.77,1.519
1990,3,13,16.7,0.1,1.82,1.104
1990,3,14,17.9,2.1,1.78,1.066
1990,3,15,17.7,0.1,2.25,1.175
1990,3,16,13.6,29.2,1.4,3.011
1990,3,17,14.1,3.1,1.68,2.123
1990,3,18,14.5,0.1,1.54,1.731
1990,3,19,15.7,0.1,2.7,1.423
1990,3,20,15.7,0,3.2,1.048
1990,3,21,18.5,0,3.75,1.033
1990,3,22,19.6,0.7,3.24,0.966
1990,3,23,19.7,1.9,2.06,0.876
1990,3,24,19.1,21.6,1.86,1.102
1990,3,25,15.6,4,2.18,2.097
1990,3,26,13.4,23.4,1.5,2.103
1990,3,27,17.1,0.3,1.68,2.056
1990,3,28,19.8,2.1,3.08,1.704
1990,3,29,12.4,14,1.57,1.715
1990,3,30,11.5,33.1,1.43,4.264
1990,3,31,13.5,7.6,1.52,8.007
1990,4,1,17.6,2.9,1.97,4.112
1990,4,2,18,3,1.75,3.569
1990,4,3,17.2,59.1,1.66,14.427
1990,4,4,11.1,0.2,2.05,8.395
1990,4,5,10.8,0,2.38,3.885
1990,4,6,13.5,0.4,1.86,2.824
1990,4,7,15,15.5,1.61,2.659
1990,4,8,13.9,0.8,2.83,3.629
1990,4,9,16.9,0.5,2.32,2.482
1990,4,10,19.2,7.8,1.86,2.872
1990,4,11,17.8,18.4,1.65,4.286
1990,4,12,14.9,0.9,1.7,5.884
1990,4,13,13.4,0,2.44,3.408
1990,4,14,13.4,0.9,2.25,2.518
1990,4,15,13.9,9.7,1.63,2.6
1990,4,16,12.9,30.4,1.54,7.706
1990,4,17,12.3,0.8,1.55,7.989
1990,4,18,13.2,0.1,1.68,3.778
1990,4,19,14.3,11,1.71,4.322
1990,4,20,18,0.2,1.87,4.191
1990,4,21,21.9,0.9,2.09,3.359
1990,4,22,18,21,2.1,5.796
1990,4,23,15.7,13,1.82,5.576
1990,4,24,15.7,6.3,1.83,5.709
1990,4,25,14.7,14.5,1.75,5.457
1990,4,26,16.9,0,2.27,5.672
1990,4,27,18.9,1.1,1.95,4.191
1990,4,28,21.7,0,3.23,3.785
1990,4,29,23.9,0,4.41,2.523
1990,4,30,23.7,0,3.86,1.807
1990,5,1,23.3,0,3.22,2.333
1990,5,2,24,0,4.12,1.751
1990,5,3,18.1,13.9,2.01,2.346
1990,5,4,14.4,1.2,1.82,2.848
1990,5,5,13.8,0,3.63,2.362
1990,5,6,16.9,0,4.31,2.087
1990,5,7,19.9,0,4.73,1.9
1990,5,8,21.7,0,4.59,1.771
1990,5,9,21.8,0.3,2.5,1.496
1990,5,10,21.8,0,3.85,1.871
1990,5,11,20.3,11.5,2,1.99
1990,5,12,20.4,21.6,2.02,4.22
1990,5,13,20.3,56.4,1.92,7.563
1990,5,14,21.9,0.2,4.25,7.342
1990,5,15,22.6,0,3.17,3.281
1990,5,16,23.2,0.1,3.38,2.672
1990,5,17,17.8,18.2,2.03,3.347
1990,5,18,17.7,3.1,1.98,3.281
1990,5,19,19.1,0,4.22,2.681
1990,5,20,21,0,4.72,2.163
1990,5,21,22.4,0,4.88,1.94
1990,5,22,22.8,0.1,3.72,2.154
1990,5,23,16.7,0.6,1.98,1.996
1990,5,24,16,7.4,1.89,2.163
1990,5,25,17.9,4.7,2.48,2.446
1990,5,26,16.4,20.9,1.88,2.659
1990,5,27,17.1,10.1,1.96,3.84
1990,5,28,20.4,0.1,2.09,3.41
1990,5,29,23.3,0,2.62,2.331
1990,5,30,24,0.1,2.78,2.155
1990,5,31,23.3,1.3,2.27,2.099
1990,6,1,20.5,65.3,2.1,12.26
1990,6,2,21.2,1.5,2.16,7.833
1990,6,3,21.3,7.5,2.16,4.866
1990,6,4,22.6,0.8,3.7,4.032
1990,6,5,22.6,0,4.32,2.873
1990,6,6,22,1.9,2.32,2.62
1990,6,7,23.3,7.6,2.25,3.046
1990,6,8,22.2,43.3,2.14,11.689
1990,6,9,22.9,0,4.42,7.282
1990,6,10,24.1,0,4.91,3.923
1990,6,11,24.5,7.1,2.7,3.394
1990,6,12,22.7,53.3,2.25,10.776
1990,6,13,24.6,18.9,3.33,23.36
1990,6,14,26.8,0.3,4.71,9.972
1990,6,15,26.8,0,3.1,5.06
1990,6,16,25.6,0.6,3.32,3.999
1990,6,17,25.2,4.5,2.37,4.16
1990,6,18,25.8,12.5,3,3.499
1990,6,19,25.9,0.1,5.12,2.964
1990,6,20,27.3,0.1,5.4,3.018
1990,6,21,27.3,0,5.67,2.31
1990,6,22,27.2,0,5.09,2.126
1990,6,23,27.1,1.8,4.17,2.126
1990,6,24,26.1,0,3.15,2.373
1990,6,25,26.6,12.8,4.62,2.378
1990,6,26,27,0,5.4,2.143
1990,6,27,28.2,1.5,5.7,1.847
1990,6,28,28.3,0,5.31,1.757
1990,6,29,27.9,0.1,4.2,1.57
1990,6,30,26,4.1,3.11,1.657
1990,7,1,25.3,10.9,2.68,2.911
1990,7,2,25.2,8.9,2.32,3.352
1990,7,3,25.6,13.1,4.55,5.118
1990,7,4,26.3,0.2,4.78,5.034
1990,7,5,28,0,5.62,2.774
1990,7,6,27.2,0,5.33,2.023
1990,7,7,27.8,0,5.38,1.88
1990,7,8,28.5,0,5.91,1.579
1990,7,9,28.8,0,5.87,1.559
1990,7,10,28.1,0,5.44,1.514
1990,7,11,28.2,0.1,5.67,1.436
1990,7,12,28.4,0,5.9,1.305
1990,7,13,28.2,0.8,5.72,1.271
1990,7,14,24.8,2.9,2.66,1.421
1990,7,15,26.7,0,4.25,1.59
1990,7,16,28.5,0,5.83,1.209
1990,7,17,27.7,0,5.08,1.414
1990,7,18,27.1,0,5.72,1.303
1990,7,19,27.3,0,5.46,1.041
1990,7,20,28.4,0,5.57,0.867
1990,7,21,27.8,0,5.62,1.001
1990,7,22,27.4,0,5.8,0.616
1990,7,23,28,0,5.62,0.818
1990,7,24,28.5,0,5.82,0.972
1990,7,25,28.8,0,5.46,0.761
1990,7,26,28.9,0.1,5.01,0.707
1990,7,27,28.6,0,5.65,0.876
1990,7,28,28.9,0,4.85,0.615
1990,7,29,27.5,0.1,4.6,0.919
1990,7,30,27.1,0.3,3.39,0.925
