y,m,d,Tair,Prec,Pet,Qobs
2000,3,16,11.6,2.4,1.47,1.96
2000,3,17,11.1,0.7,1.39,1.844
2000,3,18,9.5,17.5,1.31,2.609
2000,3,19,13.4,0,1.74,3.327
2000,3,20,14.1,0.7,1.5,2.308
2000,3,21,18,0,1.92,1.555
2000,3,22,19.3,1.7,2.93,1.713
2000,3,23,14.3,0.4,1.72,1.425
2000,3,24,13.6,0,3.18,1.327
2000,3,25,10.7,0.4,1.43,1.035
2000,3,26,13.1,0,3.12,0.798
2000,3,27,12.4,0,3.41,0.91
2000,3,28,15.2,0,4.04,0.943
2000,3,29,13.8,0,2.61,0.799
2000,3,30,14.1,0,1.64,0.344
2000,3,31,14.6,17.3,1.6,0.763
2000,4,1,15.4,30.3,1.59,3.453
2000,4,2,19,0.2,2.87,3.095
2000,4,3,16.9,56.9,1.63,8.678
2000,4,4,15.7,3.9,2.04,7.172
2000,4,5,14.9,1,1.67,3.397
2000,4,6,15.4,0,2.38,2.388
2000,4,7,15.6,1.8,1.68,1.762
2000,4,8,16,1.7,1.74,1.742
2000,4,9,16.7,30.4,1.71,5.536
2000,4,10,19.1,2.6,2.77,4.9
2000,4,11,15.9,1.2,1.74,3.276
2000,4,12,16.2,7.4,1.64,3.392
2000,4,13,16.8,11.6,1.78,3.749
2000,4,14,18,25.6,1.77,7.384
2000,4,15,12.9,0,2.4,6.347
2000,4,16,12.9,0,3.17,3.825
2000,4,17,15,0,3.7,2.741
2000,4,18,18.1,0,2.71,2.572
2000,4,19,21.4,0.2,2.9,2.262
2000,4,20,21.8,19.2,2.33,2.509
2000,4,21,20.8,0.4,4.69,3.439
2000,4,22,17,24.7,1.81,4.006
2000,4,23,16.7,19,1.79,5.701
2000,4,24,15.5,31.7,1.75,11.905
2000,4,25,20.3,15.5,1.99,7.947
2000,4,26,19.1,3.3,1.89,9.236
2000,4,27,19.4,0.1,3.72,5.15
2000,4,28,15.5,14.3,1.87,3.863
2000,4,29,16.7,1.4,1.86,3.657
2000,4,30,19.1,13.8,2.15,5.379
2000,5,1,19.6,1.6,2.1,4.025
2000,5,2,18.4,7.1,1.93,3.499
2000,5,3,19.5,0,3.33,2.901
2000,5,4,19.8,0,4.29,2.973
2000,5,5,21.1,0,3.58,2.538
2000,5,6,23.6,0.2,3.16,2.357
2000,5,7,23.1,0,3.93,2.175
2000,5,8,22,0.1,2.12,2.049
2000,5,9,22,9.9,2.14,2.248
2000,5,10,22.8,6.5,4.77,2.901
2000,5,11,21.2,0,4.34,2.484
2000,5,12,22.4,0,4.06,1.994
2000,5,13,23.1,0,4.98,1.813
2000,5,14,24,0,5.04,1.793
2000,5,15,24,0,4.87,1.599
2000,5,16,24.8,0,4.29,1.554
2000,5,17,24.6,0,2.61,1.628
2000,5,18,19,21.2,2.02,2.085
2000,5,19,18.3,1.1,2.01,2.737
2000,5,20,20.7,0,3.37,2.339
2000,5,21,21.8,0,4,2.103
2000,5,22,21,0,4.72,1.715
2000,5,23,23.3,0,5.2,1.412
2000,5,24,23.6,0.1,2.6,1.436
2000,5,25,25,0.1,2.3,1.557
2000,5,26,25.4,21.7,2.29,1.49
2000,5,27,23.7,18.5,2.19,3.136
2000,5,28,24,31.1,2.27,4.006
2000,5,29,23.4,20.2,2.18,5.855
2000,5,30,25.9,0,3.85,4.405
2000,5,31,24.8,7.2,2.33,2.792
2000,6,1,24.9,4.4,4.59,3.444
2000,6,2,25.7,4,4.83,2.81
2000,6,3,26.9,0,5.53,2.284
2000,6,4,26.8,0.6,5.12,1.849
2000,6,5,24.9,5.6,2.65,2.484
2000,6,6,22.3,26.2,2.17,4.605
2000,6,7,24.8,7.6,3.46,4.151
2000,6,8,27.1,0,3.17,2.901
2000,6,9,23.7,31.6,2.23,3.281
2000,6,10,20.6,41.3,2.13,10.678
2000,6,11,18.4,86.2,1.9,32.015
2000,6,12,18.1,24.7,1.95,21.011
2000,6,13,19,0,3.26,8.792
2000,6,14,20.1,0,4.25,5.239
2000,6,15,20.9,0,2.13,3.825
2000,6,16,23.2,0,3.45,3.299
2000,6,17,24.3,0.1,3.85,3.027
2000,6,18,22.7,6.3,2.2,3.426
2000,6,19,22.8,26.3,2.16,8.665
2000,6,20,23.6,15.2,2.25,13.977
2000,6,21,24.4,10.1,2.29,9.499
2000,6,22,24.8,8.4,2.31,5.801
2000,6,23,25.4,0.1,2.3,4.586
2000,6,24,26.8,0,5.26,4.097
2000,6,25,27.3,0,5.51,3.281
2000,6,26,27.8,0,5.76,2.792
2000,6,27,27.9,0,5.77,2.61
2000,6,28,28,0,5.68,2.411
2000,6,29,27.9,0,5.59,2.139
2000,6,30,28,0.1,4.61,2.085
2000,7,1,26.3,49.9,4.34,2.683
2000,7,2,25.6,2.3,4.19,3.499
2000,7,3,27.3,0,5.63,2.447
2000,7,4,27.2,0,5.62,2.103
2000,7,5,26.7,1.8,3.68,2.049
2000,7,6,27.2,0.1,5.1,1.94
2000,7,7,25.9,0,5.37,1.94
2000,7,8,25.8,0,5.39,1.608
2000,7,9,25.3,0,4.36,1.608
2000,7,10,26.1,0,5.42,1.517
2000,7,11,27.2,0.1,4.39,1.53
2000,7,12,28.1,0,5.79,1.532
2000,7,13,28.3,0,5.59,1.4
2000,7,14,28.7,0,5.77,1.439
2000,7,15,28.6,0,5.66,1.249
2000,7,16,28.7,0.7,4.86,1.32
2000,7,17,28,2.1,4.01,1.448
2000,7,18,25.6,3,2.46,1.47
2000,7,19,26.1,6.9,2.73,1.791
2000,7,20,26.6,0,3.44,1.757
2000,7,21,27.5,0,5.71,1.922
2000,7,22,28.5,0,5.93,1.94
2000,7,23,28.6,0,5.95,1.63
2000,7,24,28.6,0,5.5,1.169
2000,7,25,28.5,0.2,4.34,1.097
2000,7,26,26.9,0.4,2.86,1.178
2000,7,27,26.8,0.6,3.74,1.206
2000,7,28,29.3,15.3,4.54,1.133
2000,7,29,27.6,5.7,3.88,1.332
2000,7,30,24.1,5.5,2.21,2.393
2000,7,31,24.9,0.1,2.23,2.103
2000,8,1,25.7,0,4.68,1.65
2000,8,2,26.2,0,4.71,1.184
2000,8,3,26.9,0,2.96,1.167
2000,8,4,27.3,0,4.88,1.048
2000,8,5,27.5,0,3.67,1.133
2000,8,6,28,0.1,5.14,1.14
2000,8,7,27.8,0.1,4.21,0.926
2000,8,8,26.7,0.3,3.05,1.345
2000,8,9,26.5,0.1,3.92,1.45
2000,8,10,27.1,0,3.65,1.108
2000,8,11,25,0.9,2.38,1.922
2000,8,12,25.8,0.1,2.94,2.429
2000,8,13,26.5,0,2.93,1.51
2000,8,14,24.2,83.2,2.35,3.988
2000,8,15,26.8,0.1,3.91,3.046
2000,8,16,25.2,129.2,3.38,4.677
2000,8,17,24.6,38.4,2.51,5.656
2000,8,18,25,1.5,2.77,3.753
2000,8,19,26.3,0,4.78,2.393
2000,8,20,24,10.2,3.17,2.03
2000,8,21,26.9,0,3.15,1.994
2000,8,22,27.2,0,5.14,1.699
2000,8,23,25.4,18.1,2.78,2.103
2000,8,24,23.5,72.8,1.91,13.179
2000,8,25,23.7,73.2,1.98,43.726
2000,8,26,24.7,3.6,2.04,15.264
2000,8,27,24.8,47,2.88,10.805
2000,8,28,26.1,0.3,4.94,8.122
2000,8,29,25.6,0,3.27,4.115
2000,8,30,27.5,0.1,3.6,3.481
2000,8,31,27,0.1,3.79,2.901
2000,9,1,27.7,0.8,2.83,3.154
2000,9,2,28.7,0.1,4.53,2.647
2000,9,3,28.3,0.3,4.29,2.502
2000,9,4,27.9,0,3.86,2.375
2000,9,5,26.6,0.1,3.91,2.411
2000,9,6,24.7,47,3.19,4.967
2000,9,7,23.2,32.3,1.95,3.698
2000,9,8,22.7,0.1,2.84,2.973
2000,9,9,21.4,0,2.36,2.61
2000,9,10,22.3,0,2.43,2.465
2000,9,11,23.2,0,4.12,2.302
2000,9,12,22.2,0,3.98,2.248
2000,9,13,21.1,0,3.57,2.067
2000,9,14,20.6,0,3.79,1.922
2000,9,15,20.2,0,3.91,1.922
2000,9,16,18.7,0,3.33,1.677
2000,9,17,20.2,0,3.85,1.831
2000,9,18,19.5,0,3.14,1.653
2000,9,19,20,0,3.54,1.733
2000,9,20,20.9,1.2,1.96,1.764
2000,9,21,20.9,5.7,1.73,1.784
2000,9,22,22.6,0.3,3.39,1.94
2000,9,23,23.6,0,3.45,1.769
2000,9,24,24,0,3.13,1.579
2000,9,25,24.4,0,3.71,1.55
2000,9,26,24.1,0,3.68,1.452
2000,9,27,24.1,0.5,2.15,1.554
2000,9,28,23,6.2,2.54,1.76
2000,9,29,22.4,10.3,2.34,2.012
2000,9,30,23.8,2.4,3.18,2.03
2000,10,1,24.9,0,3.26,1.786
2000,10,2,26,0,3.58,1.479
2000,10,3,22.2,9,1.65,2.03
2000,10,4,20.8,5.6,1.56,1.94
2000,10,5,20.4,19.2,1.55,3.553
2000,10,6,20.8,18.8,1.63,4.441
2000,10,7,22.1,0,3.2,2.792
2000,10,8,21.2,0,2.99,2.157
2000,10,9,20.5,0,3.03,1.958
2000,10,10,21,0,3.2,1.552
2000,10,11,22.4,0,3.51,1.508
2000,10,12,20.5,0,2.18,1.572
2000,10,13,16.4,0.8,1.35,1.559
2000,10,14,16.4,3.2,1.33,1.885
2000,10,15,18,0.2,1.57,1.753
2000,10,16,18.8,0,1.58,1.622
2000,10,17,18.9,0,2.36,1.768
2000,10,18,18.6,0.1,1.39,1.514
2000,10,19,21.4,0.1,2.31,1.206
2000,10,20,19.9,56.3,1.39,5.112
2000,10,21,19,37.9,1.35,9.119
2000,10,22,20.7,33,1.39,9.191
2000,10,23,23.5,9.5,1.66,9.699
2000,10,24,24.1,0,2.33,6.146
2000,10,25,23.9,0.2,2.58,3.734
2000,10,26,19.5,0,1.71,3.136
2000,10,27,18.8,0,2.13,2.81
2000,10,28,18,0,1.71,2.429
2000,10,29,15.8,0,1.39,2.375
2000,10,30,13.6,0,2.07,2.085
2000,10,31,13.1,0.7,1.1,2.139
2000,11,1,14.1,0.3,2.11,2.049
2000,11,2,11.5,0,1.89,1.642
2000,11,3,11.7,0,1.76,1.686
2000,11,4,12.6,0,1.9,1.63
2000,11,5,16.2,0,1.29,1.849
2000,11,6,20,0,2.54,1.579
2000,11,7,20,10.4,1.29,1.867
2000,11,8,17.5,31.6,1.09,3.463
2000,11,9,16.3,5.5,1.11,3.916
2000,11,10,14.9,8.4,1.01,2.864
2000,11,11,8.4,1.4,0.85,2.429
2000,11,12,7.6,0.1,0.86,2.357
2000,11,13,11,0,0.96,1.849
2000,11,14,15.4,0,1.29,1.831
2000,11,15,13.4,0.1,1.09,1.786
2000,11,16,11.4,1.1,0.97,1.994
2000,11,17,8.9,0.1,0.9,1.831
2000,11,18,11.5,1,0.95,1.719
2000,11,19,13.2,19.7,0.98,2.121
2000,11,20,8,5.9,1.28,2.792
2000,11,21,6.9,0,1.31,2.429
2000,11,22,8.2,0,1.21,1.867
2000,11,23,11.3,0,1.46,1.885
2000,11,24,13.1,0,1.59,1.849
2000,11,25,16,0.8,1.49,1.768
2000,11,26,17.7,0,1.75,1.588
2000,11,27,15.8,0,1.22,1.653
2000,11,28,13.8,0.5,0.94,1.487
2000,11,29,16.1,0,1.32,1.235
2000,11,30,13.8,0.1,1.13,1.666
2000,12,1,12.9,0,0.92,1.497
2000,12,2,11.7,0.5,0.87,1.456
2000,12,3,9.5,1,0.82,1.65
2000,12,4,10.1,0.1,1.28,1.445
2000,12,5,8.3,0,1.18,1.543
2000,12,6,11.5,0,1.57,1.541
2000,12,7,13.8,0,1.56,1.08
2000,12,8,13.7,0,1.53,1.218
2000,12,9,13.7,0,1.3,1.225
2000,12,10,13,0,0.93,1.622
2000,12,11,10.4,0.6,0.84,1.369
2000,12,12,7.2,3.3,0.66,1.421
2000,12,13,3.8,13,0.64,1.778
2000,12,14,5.9,0.2,0.73,1.635
2000,12,15,9.9,0,1.32,1.583
2000,12,16,11.2,0,1.26,1.55
2000,12,17,10.9,0,1.3,1.158
2000,12,18,13,0,1.4,1.264
2000,12,19,14.3,12.2,0.92,1.695
2000,12,20,10.2,40,0.77,6.182
2000,12,21,5.6,0.2,0.72,2.955
2000,12,22,7.6,0,1.15,2.121
2000,12,23,6.8,0,1.1,1.778
2000,12,24,6.9,0,1.18,1.307
2000,12,25,8.3,0,1.27,1.613
2000,12,26,8.4,0,1.3,1.383
2000,12,27,10.1,0,1.33,1.305
2000,12,28,10.3,0,1.35,1.171
2000,12,29,8.9,0,0.89,1.3
2000,12,30,8.3,0.1,0.78,1.505
2000,12,31,9,0,0.94,1.514
2001,1,1,7.2,0,1.12,1.222
2001,1,2,8.2,0,0.81,1.641
2001,1,3,9.2,3.3,0.81,1.903
2001,1,4,9,1.6,0.81,1.332
2001,1,5,11.1,4.4,0.87,1.347
2001,1,6,14,0,1.27,1.187
2001,1,7,14.4,0.1,1.57,1.171
2001,1,8,13.7,0,1.48,1.167
2001,1,9,5.7,0.6,0.93,1.028
2001,1,10,4.6,1.5,0.73,1.177
2001,1,11,6.5,0.6,1,1.338
2001,1,12,6.8,8.4,0.78,1.4
2001,1,13,5.4,2.1,0.8,1.494
2001,1,14,5.6,0,1.08,1.597
2001,1,15,6,0,1.41,0.986
2001,1,16,4.1,0,1.24,0.955
2001,1,17,8.9,0,1.48,1.117
2001,1,18,9.9,5.2,0.88,1.285
2001,1,19,11.5,0.9,1.23,1.4
2001,1,20,11.4,5.6,0.92,1.421
2001,1,21,13,0,1.45,1.111
2001,1,22,11.6,36.4,0.94,2.212
2001,1,23,11,16.1,0.94,3.789
2001,1,24,10.7,4.9,0.91,2.683
2001,1,25,5,42,0.72,10.66
2001,1,26,3.2,1.2,0.83,7.306
2001,1,27,3.5,0.1,0.76,3.499
2001,1,28,5.5,0,1.29,2.465
2001,1,29,6.9,0,1.42,2.339
2001,1,30,8.5,0,1.68,1.813
2001,1,31,9.5,0.7,0.95,1.903
2001,2,1,6.1,2.7,0.83,1.885
2001,2,2,5.7,1.2,0.85,2.03
2001,2,3,6.8,16.5,0.89,2.121
2001,2,4,6.8,3.5,0.89,2.737
2001,2,5,9.3,1.1,0.98,2.411
2001,2,6,13.3,2,1.09,2.284
2001,2,7,6.9,4.8,1.04,2.302
2001,2,8,6.4,0,0.94,2.012
2001,2,9,6.2,10,0.91,2.139
2001,2,10,8.5,6.7,1.17,2.846
2001,2,11,10.9,0.4,1.07,2.737
2001,2,12,11.2,0,1.13,2.32
2001,2,13,5.7,0.1,0.98,2.266
2001,2,14,5.7,0,1.67,2.175
2001,2,15,6.1,0,1.73,2.175
2001,2,16,8.2,0,1.86,2.121
2001,2,17,8.8,0,1.9,2.121
2001,2,18,13.3,0,2.03,2.03
2001,2,19,14.9,0,2.2,2.103
2001,2,20,15.3,0,2.37,2.067
2001,2,21,16.9,0,2.4,1.958
2001,2,22,17.4,0,2.47,2.03
2001,2,23,18.5,0,2.96,2.049
2001,2,24,11.5,2.9,1.46,1.885
2001,2,25,7.5,2.4,1.13,1.903
2001,2,26,7.3,17.7,1.04,2.302
2001,2,27,10.2,20.5,1.18,3.916
2001,2,28,7.2,22,1.05,5.674
2001,3,1,8,0,2.02,4.188
2001,3,2,10.1,0,1.85,2.864
2001,3,3,12.1,0,1.39,2.484
2001,3,4,9.6,0,2.6,2.121
2001,3,5,10.9,0,2.58,2.212
2001,3,6,14.9,0,2.13,1.666
2001,3,7,10.7,16,1.25,2.139
2001,3,8,9.6,0.7,2.15,2.357
2001,3,9,7.5,0,1.87,2.067
2001,3,10,10.1,5.4,1.27,1.994
2001,3,11,11,9.1,1.3,2.846
2001,3,12,12.1,0,2.57,2.502
2001,3,13,12,0,2.61,2.067
2001,3,14,15.2,0.1,1.66,1.994
2001,3,15,16.4,1.6,1.53,1.849
2001,3,16,17.4,7.8,1.56,2.357
2001,3,17,12.1,0.2,1.32,2.52
2001,3,18,13.4,0,2.67,2.502
2001,3,19,13.9,14.5,1.48,2.737
2001,3,20,13.2,26.7,1.37,6.907
2001,3,21,13.5,0.1,2.8,5.04
2001,3,22,15.4,0.1,2.7,3.1
2001,3,23,19.8,0.1,2.47,2.683
2001,3,24,21.3,0.1,2.8,2.502
2001,3,25,14.1,10.4,1.52,2.719
2001,3,26,15.6,1.2,2.2,2.32
2001,3,27,16.2,0.6,1.95,1.976
2001,3,28,15,0.1,2.61,2.194
2001,3,29,11.6,7.8,2.92,1.976
2001,3,30,12.1,0,3.3,1.813
2001,3,31,17.1,0.7,3.32,1.72
2001,4,1,15.7,0.5,1.68,1.487
2001,4,2,15.7,35.4,1.47,4.206
2001,4,3,16.3,63.2,1.57,15.21
2001,4,4,15.1,11.5,1.57,10.895
2001,4,5,15.7,4.7,1.69,5.964
2001,4,6,14.7,1.7,1.63,4.17
2001,4,7,18.6,6.5,3.1,4.405
2001,4,8,17.2,74.2,1.99,25.67
2001,4,9,19.5,0.1,3.3,11.185
2001,4,10,16.6,15.1,1.72,6.889
2001,4,11,9.4,18.2,1.49,8.684
2001,4,12,9.8,0,2.96,5.982
2001,4,13,13.6,0,3.65,4.496
2001,4,14,15.9,0,3.56,3.825
2001,4,15,16.8,4.1,1.82,3.281
2001,4,16,15.7,2.7,1.71,3.825
2001,4,17,19,0.8,2.65,3.39
2001,4,18,18.6,14.8,1.89,3.191
2001,4,19,19,32.3,1.89,5.62
2001,4,20,19,40.9,1.84,11.802
2001,4,21,15.5,8.2,1.68,8.122
2001,4,22,14.4,10.6,1.57,6.689
2001,4,23,12.9,22.1,1.6,7.251
2001,4,24,14.7,2.9,1.73,6.853
2001,4,25,14.5,12.6,1.7,6.254
2001,4,26,17,0,2.74,5.366
2001,4,27,20.5,0,3.22,4.006
2001,4,28,25.4,0.1,4.42,3.789
2001,4,29,23.4,39.6,3.15,6.907
2001,4,30,20.3,8.3,2.01,13.415
2001,5,1,19.7,1,2.26,7.233
2001,5,2,20.4,0.1,3.66,4.804
2001,5,3,23,0,3.92,4.115
2001,5,4,21.5,29.4,3.06,4.786
2001,5,5,21.7,34.8,2.04,9.046
2001,5,6,20.7,33.4,2.01,24.419
2001,5,7,23,5.6,2.15,19.325
2001,5,8,21.2,0.2,2.13,10.333
2001,5,9,18.1,61.4,1.87,19.035
2001,5,10,18.1,1.2,2.46,17.929
2001,5,11,20.1,0,3.09,9.1
2001,5,12,21.2,0,4.29,6.146
2001,5,13,20.3,0,3.91,5.33
2001,5,14,23.1,0,4.27,4.931
2001,5,15,23.4,0,4.24,4.206
2001,5,16,23.3,0.1,2.22,4.441
2001,5,17,20.3,47.2,2.11,9.644
2001,5,18,21.5,32.4,2.11,18.835
2001,5,19,23.9,0.8,2.35,11.058
2001,5,20,26,0.1,4.65,6.472
2001,5,21,23.3,1.3,2.84,7.124
2001,5,22,23.6,0.6,3.8,6.436
2001,5,23,22.8,0,4.49,4.586
2001,5,24,22.6,0,4.69,4.242
2001,5,25,24.5,0,5.1,3.843
2001,5,26,25.6,0.1,3.51,3.916
2001,5,27,24.8,16.7,2.31,4.532
2001,5,28,21.4,4.8,2.1,4.224
2001,5,29,22.1,0.1,2.15,3.771
2001,5,30,21.7,1.6,2.52,3.843
2001,5,31,22.5,0,4.68,3.589
2001,6,1,22.1,1.8,3.14,3.245
2001,6,2,20.5,1.1,2.09,3.245
2001,6,3,19.3,19.3,2.06,3.97
2001,6,4,19.9,69.9,2.03,19.905
2001,6,5,22.6,0.7,4.8,11.693
2001,6,6,23.1,0,4.48,5.058
2001,6,7,22.2,42.1,2.17,11.076
2001,6,8,23,8.9,2.26,12.617
2001,6,9,23.5,9.9,2.66,7.741
2001,6,10,23.9,17.4,2.31,7.995
2001,6,11,23.9,38.5,2.37,20.394
2001,6,12,23.2,29.9,2.18,21.283
2001,6,13,21.8,41.6,2.04,31.852
2001,6,14,22.7,6.4,4.05,17.149
2001,6,15,23.2,0,4.54,9.807
2001,6,16,24.5,4.4,3.67,7.614
2001,6,17,25.8,32.6,4.22,7.324
2001,6,18,27.1,0.1,5.08,5.71
2001,6,19,24.7,1,3.53,6.345
2001,6,20,24.6,18.2,3.03,8.357
2001,6,21,26.3,1.2,3.18,7.487
2001,6,22,26,56.1,3.38,8.248
2001,6,23,25.6,0.1,3.81,6.037
2001,6,24,25.6,2.2,3.14,4.75
2001,6,25,25.8,4.2,2.97,4.55
2001,6,26,25.2,3.7,2.81,5.366
2001,6,27,25.9,0.1,3.89,5.257
2001,6,28,27.2,0.1,5.7,4.55
2001,6,29,28,0,5.83,3.952
2001,6,30,28.1,0,5.88,3.644
2001,7,1,28,0,5.74,3.154
2001,7,2,28,0,4.99,3.082
2001,7,3,28,0,5.79,2.919
2001,7,4,28.2,0,5.99,2.774
2001,7,5,28.8,1.3,4.61,2.828
2001,7,6,26.3,1.8,2.56,3.009
2001,7,7,28.8,0.1,4.14,2.937
2001,7,8,27.9,0.1,4.49,2.937
2001,7,9,28.4,0.1,5.36,2.629
2001,7,10,29.6,0,5.82,2.629
2001,7,11,30.2,0,5.54,2.556
2001,7,12,28.5,0.1,4.95,2.194
2001,7,13,26.8,0.4,3.95,2.955
2001,7,14,25.6,5.2,2.97,4.713
2001,7,15,23.5,24.2,3.48,5.475
2001,7,16,23.5,59,2.48,6.617
2001,7,17,23.9,15.1,2.86,6.164
2001,7,18,25.3,0.5,2.46,5.928
2001,7,19,25.4,4.8,2.96,4.46
2001,7,20,26.8,0,5.17,3.843
2001,7,21,27.9,0,5.47,2.81
2001,7,22,28,0,5.53,2.665
2001,7,23,27.5,0.1,5.25,2.592
2001,7,24,26.5,0,5.08,2.592
2001,7,25,26.4,1.8,4.76,2.919
2001,7,26,26.7,18.2,4.84,2.828
2001,7,27,26.3,3.9,4.44,3.481
2001,7,28,26.5,0,4.83,2.592
2001,7,29,27.8,0.1,4.76,2.465
2001,7,30,27.9,0,5.22,2.484
2001,7,31,26.6,40.2,3.67,3.644
2001,8,1,22.4,18.9,2.09,9.318
2001,8,2,25.3,0.1,3.53,7.795
2001,8,3,25.8,16.6,4.84,11.385
2001,8,4,27.3,0,5.03,4.097
2001,8,5,26.4,2.2,3.93,3.408
2001,8,6,23.4,13,2.59,4.605
2001,8,7,26.3,0.1,3.05,4.496
2001,8,8,26.6,5.6,4,3.916
2001,8,9,26.4,0.1,4.07,4.623
2001,8,10,26.4,4.3,4.02,5.457
2001,8,11,24.5,27.5,2.5,7.288
2001,8,12,24.5,5,2.73,6.363
2001,8,13,25.5,0,4.48,3.861
2001,8,14,25.9,0.1,3.81,3.263
2001,8,15,24.4,2.3,3.51,3.771
2001,8,16,26.3,0,4.36,4.55
2001,8,17,26.6,0.1,4.65,3.027
2001,8,18,26.7,0,4.55,2.647
2001,8,19,26.5,0,4.83,2.447
2001,8,20,27.3,0,5.09,2.212
2001,8,21,26.9,0.1,4.72,2.103
2001,8,22,27.4,0.1,3.92,2.175
2001,8,23,27.1,1.5,3.93,2.194
2001,8,24,26.7,0.3,2.72,2.357
2001,8,25,24.9,54,2.36,3.499
2001,8,26,25.2,27.1,2.1,4.387
2001,8,27,24.9,0.1,2.43,2.647
2001,8,28,26.1,0.1,2.67,2.465
2001,8,29,26.4,0,2.71,2.592
2001,8,30,25.5,11.2,3.51,2.901
2001,8,31,24.3,28.1,2.33,8.14
2001,9,1,23.6,7.2,2.02,13.596
2001,9,2,23.5,1.4,1.99,4.75
2001,9,3,25.7,0.3,4.44,3.716
2001,9,4,26.4,0.1,3.4,3.1
2001,9,5,24.2,20.3,1.99,4.514
2001,9,6,25.3,0.3,3.36,5.312
2001,9,7,24.3,0,3.83,3.172
2001,9,8,24.2,0,4.1,2.737
2001,9,9,22.8,0,3.91,2.538
2001,9,10,22.8,0,3.61,2.429
2001,9,11,22.5,0,3.45,2.52
2001,9,12,23.1,0,3.93,2.484
2001,9,13,23.4,0,3.92,2.03
2001,9,14,23.5,0,3.78,1.994
2001,9,15,23.2,0,3.57,2.302
2001,9,16,24.9,0,3.41,2.157
2001,9,17,25.8,0,4.09,2.212
2001,9,18,24.9,0,3.81,1.867
2001,9,19,25.1,0.7,3.02,1.71
2001,9,20,26.2,0.1,3.44,1.782
2001,9,21,25.5,0,2.9,1.849
2001,9,22,24.2,0,4.1,1.686
2001,9,23,23.3,0,3.52,1.532
2001,9,24,24,0,3.89,1.606
2001,9,25,23.5,0,2.41,1.539
2001,9,26,24.8,0,3.94,1.325
2001,9,27,23.5,0,2.19,1.555
2001,9,28,22.6,0,2.02,1.421
2001,9,29,22.7,0.1,2.26,1.414
2001,9,30,24.4,0,3.48,2.139
2001,10,1,21.6,0,3.16,1.559
2001,10,2,21.5,0,3.43,1.325
2001,10,3,21.4,0,2.88,1.472
2001,10,4,19.1,9.6,1.53,1.439
2001,10,5,20.4,0,2.12,1.668
2001,10,6,22,0,2.04,1.474
2001,10,7,23.4,0.1,2.53,1.514
2001,10,8,20.1,3.9,1.53,1.485
2001,10,9,19.5,1.1,2.73,1.543
2001,10,10,16.6,0,2.68,1.479
2001,10,11,18.6,0,3.15,1.467
2001,10,12,19.1,0,3.13,1.45
2001,10,13,19,0,2.92,1.363
2001,10,14,19.7,0,3.24,1.427
2001,10,15,20,0,3.36,1.24
2001,10,16,19.8,0,3.02,1.331
2001,10,17,19.1,0,1.84,1.282
2001,10,18,20,0,2.67,1.256
2001,10,19,18.6,0,2.97,1.267
2001,10,20,19.2,0,3.05,1.38
2001,10,21,20.6,0,3.06,1.305
2001,10,22,21.7,0,3.18,1.398
2001,10,23,22.1,0,2.39,1.135
2001,10,24,22.2,0,2.71,1.329
2001,10,25,22.2,0,2.72,1.3
2001,10,26,22.7,0,2.59,1.164
2001,10,27,21.1,1.1,1.47,1.351
2001,10,28,19.4,0,1.52,1.253
2001,10,29,17.5,0,1.27,1.026
2001,10,30,16.9,0,1.86,1.037
2001,10,31,17.5,5.2,1.27,1.082
2001,11,1,18.9,6.2,1.25,1.269
2001,11,2,17.7,11.3,1.18,1.32
2001,11,3,17.5,14.5,1.56,2.538
2001,11,4,16,27.2,1.12,2.157
2001,11,5,15.2,2.6,1.11,2.665
2001,11,6,14.3,0,1.82,1.976
2001,11,7,13.2,0,1.96,1.135
2001,11,8,13.5,0,1.86,1.57
2001,11,9,15.5,0,1.44,1.456
2001,11,10,13.5,0.1,1.52,1.468
2001,11,11,13.5,0,1.83,0.83
2001,11,12,12.2,0,1.67,1.166
2001,11,13,14.3,0,1.31,1.267
2001,11,14,12,0,1.46,1.062
2001,11,15,9.7,0,1.55,1.1
2001,11,16,7.8,0,1.59,1.037
2001,11,17,9.9,0,1.72,0.995
2001,11,18,9.7,0,1.63,1.119
2001,11,19,8.6,0,1.61,0.832
2001,11,20,8.2,0,1.62,1.129
2001,11,21,8.3,0,1.63,1.149
2001,11,22,8.3,0,1.52,1.008
2001,11,23,8.8,0,1.55,1.095
2001,11,24,9.7,0,1.59,1.064
2001,11,25,10.6,0,1.64,1.013
2001,11,26,10.5,0,1.4,1.082
2001,11,27,10.5,0,1.41,0.983
2001,11,28,12.3,0,1.17,0.814
2001,11,29,16.1,6.3,1.16,1.111
2001,11,30,17.8,5.2,1.13,1.238
2001,12,1,16.2,5.4,1.01,1.539
2001,12,2,15.9,0.3,0.99,1.468
2001,12,3,17.4,0,1.68,1.177
2001,12,4,16.4,0,1.84,0.944
2001,12,5,14,0.7,1.58,1.024
2001,12,6,6.3,3,0.75,0.981
2001,12,7,8.6,0.6,0.8,0.963
2001,12,8,12.6,0.1,0.88,0.87
2001,12,9,11.3,0.8,0.87,1.013
2001,12,10,8.4,9.6,0.75,1.08
2001,12,11,9.8,6.1,0.8,1.22
2001,12,12,10.7,3,0.71,1.271
2001,12,13,5.7,25.3,0.64,2.012
2001,12,14,5.5,0.1,1.14,2.049
2001,12,15,8.2,0,0.89,1.287
