y,m,d,Rainfall,Snowfall,Melt,Refreeze,Snowpack,Snowpack_ice,Eact,I,S_SOIL,S_UZ,S_LZ,QGW0,QGW1,QGW2,QGW,Qsim,Qobs
2003,6,17,0.000,0.000,0.000,0.000,283.852,283.139,0.002,0.000,30.394,0.169,0.003,0.000,0.018,0.000,0.019,0.020,0.04
2003,6,18,0.000,0.000,0.000,0.000,283.852,283.139,0.000,0.000,30.394,0.152,0.003,0.000,0.017,0.000,0.017,0.018,0.04
2003,6,19,0.000,0.000,3.815,0.000,282.188,279.324,0.000,1.664,31.887,0.291,0.003,0.000,0.032,0.000,0.032,0.025,0.04
2003,6,20,2.000,0.000,1.670,0.000,280.501,277.654,0.000,3.687,35.173,0.624,0.004,0.000,0.068,0.000,0.068,0.050,0.04
2003,6,21,0.000,4.610,0.000,0.000,285.111,282.264,0.002,0.000,35.171,0.562,0.004,0.000,0.061,0.000,0.062,0.065,0.09
2003,6,22,0.000,0.000,8.813,0.000,276.255,273.451,0.002,8.856,42.948,1.478,0.004,0.000,0.161,0.000,0.161,0.111,0.09
2003,6,23,0.000,0.000,4.051,0.000,272.162,269.400,0.005,4.093,46.411,1.896,0.004,0.000,0.206,0.000,0.207,0.184,0.25
2003,6,24,0.000,0.000,3.004,0.000,269.127,266.396,0.010,3.035,48.930,2.167,0.004,0.000,0.236,0.000,0.236,0.221,0.30
2003,6,25,0.000,0.000,3.737,0.000,265.352,262.659,0.014,3.775,52.023,2.557,0.004,0.000,0.278,0.000,0.278,0.257,0.33
2003,6,26,0.000,0.000,8.552,0.000,256.713,254.107,0.020,8.639,59.001,3.786,0.004,0.000,0.412,0.000,0.412,0.345,0.46
2003,6,27,0.000,0.000,4.470,0.000,252.197,249.637,0.029,4.515,62.497,4.307,0.004,0.000,0.468,0.000,0.469,0.440,0.54
2003,6,28,0.000,0.000,4.025,0.000,248.131,245.612,0.042,4.066,65.570,4.743,0.004,0.000,0.516,0.000,0.516,0.492,0.60
2003,6,29,0.000,0.000,0.000,0.000,248.131,245.613,0.055,0.000,65.515,4.277,0.004,0.000,0.465,0.000,0.465,0.491,0.54
2003,6,30,0.000,0.000,5.019,0.000,243.060,240.593,0.065,5.071,69.268,4.987,0.004,0.000,0.542,0.000,0.543,0.504,0.59
2003,7,1,0.000,0.000,0.000,0.000,243.060,240.593,0.081,0.000,69.187,4.498,0.004,0.000,0.489,0.000,0.489,0.516,0.54
2003,7,2,0.000,0.000,2.350,0.000,240.686,238.243,0.096,2.374,70.841,4.619,0.004,0.000,0.502,0.000,0.503,0.496,0.54
2003,7,3,1.000,0.000,4.025,0.000,236.620,234.218,0.114,5.066,74.425,5.400,0.004,0.000,0.587,0.000,0.587,0.545,0.64
2003,7,4,0.000,1.153,0.000,0.000,237.773,235.371,0.136,0.000,74.289,4.870,0.004,0.000,0.529,0.000,0.530,0.559,0.59
2003,7,5,0.000,0.000,0.000,0.000,237.773,235.371,0.152,0.000,74.137,4.392,0.004,0.000,0.477,0.000,0.478,0.504,0.50
2003,7,6,0.000,2.305,0.000,0.001,240.078,237.677,0.173,0.000,73.964,3.961,0.004,0.000,0.431,0.000,0.431,0.454,0.45
2003,7,7,0.000,21.898,0.000,0.000,261.976,259.576,0.193,0.000,73.771,3.572,0.004,0.000,0.388,0.000,0.389,0.410,0.43
2003,7,8,0.000,43.797,0.000,0.001,305.773,303.373,0.217,0.000,73.555,3.221,0.004,0.000,0.350,0.000,0.351,0.370,0.40
2003,7,9,0.000,2.305,0.000,0.001,308.078,305.679,0.237,0.000,73.318,2.905,0.004,0.000,0.316,0.000,0.316,0.333,0.38
2003,7,10,0.000,0.000,0.000,0.001,308.078,305.680,0.260,0.000,73.058,2.620,0.004,0.000,0.285,0.000,0.285,0.301,0.36
2003,7,11,0.000,0.000,0.000,0.000,308.078,305.680,0.284,0.000,72.774,2.363,0.004,0.000,0.257,0.000,0.257,0.271,0.34
2003,7,12,0.000,0.000,0.000,0.000,308.078,305.681,0.311,0.000,72.464,2.130,0.004,0.000,0.232,0.000,0.232,0.245,0.32
2003,7,13,0.000,0.000,0.000,0.000,308.078,305.681,0.338,0.000,72.126,1.921,0.004,0.000,0.209,0.000,0.209,0.221,0.30
2003,7,14,0.000,0.000,0.000,0.000,308.078,305.681,0.364,0.000,71.762,1.732,0.004,0.000,0.188,0.000,0.189,0.199,0.28
2003,7,15,0.000,0.000,0.000,0.001,308.078,305.682,0.390,0.000,71.372,1.562,0.004,0.000,0.170,0.000,0.170,0.180,0.26
2003,7,16,0.000,0.000,0.000,0.001,308.078,305.683,0.420,0.000,70.953,1.408,0.004,0.000,0.153,0.000,0.154,0.162,0.25
2003,7,17,0.000,0.000,0.000,0.000,308.078,305.683,0.445,0.000,70.508,1.270,0.004,0.000,0.138,0.000,0.139,0.146,0.23
2003,7,18,8.000,0.000,4.443,0.000,304.329,301.240,0.473,11.749,78.629,3.991,0.004,0.000,0.434,0.000,0.434,0.286,0.22
2003,7,19,0.000,0.000,7.924,0.000,296.324,293.316,0.567,8.005,83.633,5.795,0.004,0.000,0.630,0.000,0.630,0.532,0.77
2003,7,20,0.000,0.000,4.182,0.000,292.099,289.134,0.640,4.225,85.839,6.469,0.004,0.000,0.703,0.000,0.704,0.667,0.98
2003,7,21,0.000,0.000,0.000,0.000,292.099,289.134,0.700,0.000,85.140,5.835,0.004,0.000,0.634,0.000,0.635,0.669,0.89
2003,7,22,0.000,0.000,0.000,0.000,292.099,289.135,0.736,0.000,84.403,5.262,0.004,0.000,0.572,0.000,0.573,0.604,0.77
2003,7,23,0.000,0.000,0.000,0.001,292.099,289.135,0.777,0.000,83.626,4.746,0.004,0.000,0.516,0.000,0.516,0.544,0.66
2003,7,24,0.000,0.000,0.000,0.001,292.099,289.136,0.811,0.000,82.815,4.280,0.004,0.000,0.465,0.000,0.466,0.491,0.57
2003,7,25,0.000,6.915,0.000,0.001,299.014,296.052,0.850,0.000,81.965,3.860,0.004,0.000,0.420,0.000,0.420,0.443,0.48
2003,7,26,0.000,24.203,0.000,0.001,323.218,320.257,0.886,0.000,81.079,3.481,0.004,0.000,0.378,0.000,0.379,0.399,0.42
2003,7,27,0.000,0.000,0.000,0.001,323.218,320.257,0.922,0.000,80.157,3.139,0.004,0.000,0.341,0.000,0.342,0.360,0.39
2003,7,28,0.000,3.458,0.000,0.001,326.675,323.716,0.960,0.000,79.197,2.831,0.004,0.000,0.308,0.000,0.308,0.325,0.37
2003,7,29,0.000,1.153,0.000,0.000,327.828,324.868,0.997,0.000,78.200,2.553,0.004,0.000,0.278,0.000,0.278,0.293,0.35
2003,7,30,0.000,1.153,0.000,0.000,328.980,326.021,1.032,0.000,77.168,2.302,0.004,0.000,0.250,0.000,0.251,0.264,0.33
2003,7,31,1.000,0.000,6.380,0.000,322.919,319.641,1.065,7.061,81.062,3.972,0.004,0.000,0.432,0.000,0.432,0.342,0.31
2003,8,1,0.000,0.000,0.000,0.000,322.919,319.641,1.169,0.000,79.894,3.582,0.004,0.000,0.389,0.000,0.390,0.411,0.48
2003,8,2,0.000,0.000,0.000,0.000,322.919,319.642,1.205,0.000,78.689,3.230,0.004,0.000,0.351,0.000,0.352,0.371,0.46
2003,8,3,0.000,0.000,0.000,0.000,322.919,319.642,1.239,0.000,77.449,2.913,0.004,0.000,0.317,0.000,0.317,0.334,0.39
2003,8,4,0.000,0.000,0.000,0.000,322.919,319.642,1.271,0.000,76.178,2.627,0.004,0.000,0.286,0.000,0.286,0.302,0.36
2003,8,5,0.000,0.000,0.000,0.001,322.919,319.643,1.301,0.000,74.877,2.369,0.004,0.000,0.258,0.000,0.258,0.272,0.34
2003,8,6,0.000,0.000,0.000,0.001,322.919,319.644,1.333,0.000,73.544,2.136,0.004,0.000,0.232,0.000,0.233,0.245,0.32
2003,8,7,0.000,12.678,0.000,0.000,335.597,332.322,1.358,0.000,72.186,1.927,0.004,0.000,0.209,0.000,0.210,0.221,0.30
2003,8,8,0.000,16.136,0.000,0.001,351.733,348.458,1.385,0.000,70.801,1.737,0.004,0.000,0.189,0.000,0.189,0.200,0.28
2003,8,9,0.000,6.915,0.000,0.000,358.648,355.374,1.409,0.000,69.392,1.566,0.004,0.000,0.170,0.000,0.171,0.180,0.27
2003,8,10,0.000,0.000,0.283,0.000,358.648,355.091,1.435,0.000,67.957,1.412,0.004,0.000,0.154,0.000,0.154,0.162,0.25
2003,8,11,0.000,0.000,1.251,0.000,357.468,353.839,1.455,1.180,67.378,1.548,0.004,0.000,0.168,0.000,0.169,0.161,0.25
2003,8,12,0.000,0.000,11.090,0.000,346.264,342.750,1.494,11.204,74.230,3.973,0.004,0.000,0.432,0.000,0.432,0.301,0.26
2003,8,13,10.000,0.000,2.062,0.000,344.181,340.687,1.704,12.083,81.168,6.686,0.004,0.000,0.727,0.000,0.727,0.580,0.83
2003,8,14,0.000,3.458,0.000,0.000,347.638,344.145,1.926,0.000,79.242,6.030,0.004,0.000,0.656,0.000,0.656,0.692,0.89
2003,8,15,0.000,0.000,0.000,0.000,347.638,344.145,1.942,0.000,77.300,5.439,0.004,0.000,0.591,0.000,0.592,0.624,0.77
2003,8,16,0.000,0.000,1.251,0.000,346.410,342.894,1.955,1.228,76.207,5.235,0.004,0.000,0.569,0.000,0.570,0.581,0.72
2003,8,17,0.000,0.000,7.270,0.000,339.066,335.624,1.990,7.344,79.406,6.665,0.004,0.000,0.725,0.000,0.725,0.647,0.85
2003,8,18,0.000,0.000,8.447,0.000,330.532,327.177,2.136,8.534,83.180,8.378,0.004,0.000,0.911,0.000,0.911,0.818,1.05
2003,8,19,0.000,0.000,11.639,0.000,318.774,315.538,2.306,11.759,88.820,10.995,0.004,0.000,1.195,0.000,1.196,1.054,1.34
2003,8,20,0.000,0.000,8.813,0.000,309.870,306.725,2.536,8.904,92.077,12.722,0.004,0.000,1.383,0.000,1.384,1.290,1.57
2003,8,21,0.000,0.000,1.801,0.000,308.051,304.924,2.706,1.819,90.528,12.072,0.004,0.000,1.312,0.000,1.313,1.348,1.55
2003,8,22,0.000,0.000,0.000,0.001,308.051,304.925,2.736,0.000,87.792,10.888,0.004,0.000,1.184,0.000,1.184,1.248,1.40
2003,8,23,0.000,0.000,0.000,0.000,308.051,304.925,2.731,0.000,85.061,9.820,0.004,0.000,1.068,0.000,1.068,1.126,1.24
2003,8,24,0.000,0.000,0.000,0.000,308.051,304.925,2.717,0.000,82.344,8.856,0.004,0.000,0.963,0.000,0.963,1.016,1.09
2003,8,25,0.000,0.000,0.000,0.000,308.051,304.926,2.703,0.000,79.641,7.988,0.004,0.000,0.868,0.000,0.869,0.916,0.96
2003,8,26,0.000,0.000,0.074,0.000,307.978,304.852,2.681,0.073,77.011,7.224,0.004,0.000,0.785,0.000,0.786,0.827,0.87
2003,8,27,0.000,0.000,0.000,0.000,307.978,304.852,2.660,0.000,74.350,6.515,0.004,0.000,0.708,0.000,0.709,0.747,0.77
2003,8,28,0.000,0.000,0.000,0.000,307.978,304.852,2.634,0.000,71.716,5.876,0.004,0.000,0.639,0.000,0.639,0.674,0.68
2003,8,29,0.000,0.000,5.150,0.000,302.775,299.702,2.605,5.202,72.889,6.584,0.004,0.000,0.716,0.000,0.716,0.678,0.60
2003,8,30,0.000,0.000,4.025,0.000,298.709,295.677,2.712,4.066,73.109,6.961,0.004,0.000,0.757,0.000,0.757,0.737,0.78
2003,8,31,0.000,0.000,9.468,0.000,289.145,286.210,2.789,9.565,77.207,8.693,0.004,0.000,0.945,0.000,0.945,0.851,1.00
2003,9,1,0.000,0.000,9.441,0.000,279.607,276.769,3.014,9.538,80.891,10.402,0.004,0.000,1.131,0.000,1.131,1.038,1.20
2003,9,2,0.000,0.000,12.372,0.000,267.108,264.397,3.234,12.499,86.230,12.923,0.004,0.000,1.405,0.000,1.405,1.268,1.48
2003,9,3,0.000,0.000,12.477,0.000,254.503,251.920,3.524,12.605,91.053,15.495,0.004,0.000,1.685,0.000,1.685,1.545,1.78
2003,9,4,0.000,0.000,14.649,0.000,239.704,237.271,3.807,14.799,96.726,18.773,0.004,0.000,2.041,0.000,2.041,1.863,2.15
2003,9,5,0.000,0.000,9.337,0.000,230.272,227.935,4.130,9.432,98.397,20.207,0.004,0.000,2.197,0.000,2.197,2.119,2.37
2003,9,6,0.000,0.000,0.000,0.000,230.272,227.935,4.294,0.000,94.103,18.226,0.004,0.000,1.981,0.000,1.982,2.089,2.21
2003,9,7,0.000,11.525,0.000,0.000,241.797,239.461,4.195,0.000,89.908,16.438,0.004,0.000,1.787,0.000,1.787,1.885,1.97
2003,9,8,0.000,0.000,0.000,0.001,241.797,239.462,4.093,0.000,85.815,14.826,0.004,0.000,1.612,0.000,1.612,1.700,1.76
2003,9,9,0.000,0.000,0.000,0.001,241.797,239.462,3.988,0.000,81.827,13.372,0.004,0.000,1.454,0.000,1.454,1.533,1.57
2003,9,10,13.000,0.000,1.539,0.000,240.363,237.923,3.879,14.435,87.789,16.203,0.004,0.000,1.762,0.000,1.762,1.608,1.46
2003,9,11,0.000,0.000,7.348,0.000,232.939,230.575,4.245,7.423,88.408,16.922,0.004,0.000,1.840,0.000,1.840,1.801,1.52
2003,9,12,0.000,0.000,11.692,0.000,221.128,218.883,4.358,11.812,91.757,18.965,0.004,0.000,2.062,0.000,2.062,1.951,1.72
2003,9,13,0.000,0.000,15.303,0.000,205.668,203.581,4.610,15.460,97.001,22.161,0.004,0.000,2.409,0.000,2.410,2.236,2.04
2003,9,14,0.000,0.000,6.144,0.000,199.461,197.436,4.965,6.207,95.846,22.150,0.004,0.000,2.408,0.000,2.408,2.409,2.15
2003,9,15,0.000,0.000,7.950,0.000,191.430,189.487,4.996,8.031,95.822,22.738,0.004,0.000,2.472,0.000,2.472,2.440,2.22
2003,9,16,0.000,0.000,11.980,0.000,179.327,177.507,5.085,12.102,98.229,24.666,0.004,0.000,2.681,0.000,2.682,2.577,2.42
2003,9,17,0.000,0.000,13.680,0.000,165.507,163.827,5.305,13.821,101.329,27.132,0.004,0.000,2.950,0.000,2.950,2.816,2.69
2003,9,18,0.000,3.458,0.000,0.000,168.964,167.284,5.568,0.000,95.761,24.471,0.004,0.000,2.660,0.000,2.661,2.805,2.55
2003,9,19,3.000,0.000,4.914,0.000,164.035,162.370,5.358,7.929,95.314,24.793,0.004,0.000,2.695,0.000,2.696,2.678,2.55
2003,9,20,0.000,0.000,13.393,0.000,150.505,148.977,5.423,13.530,98.299,26.982,0.004,0.000,2.933,0.000,2.934,2.815,2.76
2003,9,21,0.000,0.000,15.486,0.000,134.860,133.492,5.685,15.645,102.123,29.870,0.004,0.000,3.247,0.000,3.248,3.091,3.07
2003,9,22,2.000,0.000,18.181,0.000,116.493,115.311,6.003,20.367,108.146,34.465,0.004,0.000,3.747,0.000,3.747,3.497,3.54
2003,9,23,0.000,0.000,15.198,0.000,101.139,100.112,6.458,15.354,110.328,37.140,0.004,0.000,4.038,0.000,4.038,3.893,3.89
2003,9,24,0.000,0.000,14.727,0.000,86.261,85.385,6.693,14.878,111.858,39.500,0.004,0.000,4.294,0.000,4.295,4.166,4.17
2003,9,25,0.000,0.000,11.038,0.000,75.110,74.348,6.891,11.151,111.052,40.196,0.004,0.000,4.370,0.000,4.370,4.332,4.31
2003,9,26,0.000,0.000,0.000,0.000,75.110,74.348,6.946,0.000,104.106,36.255,0.004,0.000,3.941,0.000,3.942,4.156,3.99
2003,9,27,0.000,44.949,0.000,0.000,120.060,119.297,6.610,0.000,97.496,32.699,0.004,0.000,3.555,0.000,3.555,3.748,3.58
2003,9,28,0.000,12.678,0.000,0.000,132.738,131.976,6.282,0.000,91.214,29.493,0.004,0.000,3.206,0.000,3.207,3.381,3.21
2003,9,29,0.000,0.000,7.322,0.000,125.932,124.654,5.963,6.805,89.605,28.811,0.004,0.000,3.132,0.000,3.133,3.170,3.10
2003,9,30,0.000,0.000,16.977,0.000,108.781,107.677,5.943,17.151,94.761,31.445,0.004,0.000,3.418,0.000,3.419,3.276,3.31
2003,10,1,0.000,0.000,12.869,0.000,95.780,94.807,6.374,13.001,96.499,32.772,0.004,0.000,3.563,0.000,3.563,3.491,3.49
2003,10,2,0.000,0.000,17.475,0.000,78.126,77.333,6.582,17.654,100.792,35.672,0.004,0.000,3.878,0.000,3.878,3.721,3.77
2003,10,3,0.000,0.000,19.437,0.000,58.490,57.896,6.964,19.636,105.541,39.321,0.004,0.000,4.275,0.000,4.275,4.077,4.15
2003,10,4,0.000,0.000,14.832,0.000,43.506,43.064,7.391,14.984,106.761,41.212,0.004,0.000,4.480,0.000,4.481,4.378,4.40
2003,10,5,0.000,0.000,16.428,0.000,26.910,26.636,7.572,16.596,108.636,43.620,0.004,0.000,4.742,0.000,4.742,4.612,4.66
2003,10,6,0.000,0.000,17.553,0.000,9.177,9.083,7.807,17.733,110.768,46.372,0.004,0.000,5.041,0.000,5.042,4.892,4.96
2003,10,7,0.000,0.000,9.083,0.000,0.000,0.000,8.059,9.177,107.763,45.543,0.004,0.000,4.951,0.000,4.951,4.997,5.01
2003,10,8,0.000,0.000,0.000,0.000,0.000,0.000,7.941,0.000,99.822,41.077,0.004,0.000,4.466,0.000,4.466,4.709,4.61
2003,10,9,0.000,0.000,0.000,0.000,0.000,0.000,7.445,0.000,92.377,37.049,0.004,0.000,4.028,0.000,4.028,4.247,4.14
2003,10,10,1.000,0.000,0.000,0.000,0.000,0.000,6.972,1.000,86.040,33.746,0.004,0.000,3.669,0.000,3.669,3.849,3.75
2003,10,11,1.000,0.000,0.000,0.000,0.000,0.000,6.570,1.000,80.133,30.740,0.004,0.000,3.342,0.000,3.342,3.506,3.40
2003,10,12,0.000,0.000,0.000,0.000,0.000,0.000,6.190,0.000,73.944,27.726,0.004,0.000,3.014,0.000,3.015,3.178,3.06
2003,10,13,0.000,0.000,0.000,0.000,0.000,0.000,5.773,0.000,68.171,25.007,0.004,0.000,2.719,0.000,2.719,2.867,2.75
2003,10,14,0.000,0.000,0.000,0.000,0.000,0.000,5.383,0.000,62.788,22.554,0.004,0.000,2.452,0.000,2.452,2.586,2.47
2003,10,15,0.000,0.000,0.000,0.000,0.000,0.000,5.010,0.000,57.778,20.343,0.004,0.000,2.211,0.000,2.212,2.332,2.22
2003,10,16,0.000,0.000,0.000,0.000,0.000,0.000,4.662,0.000,53.116,18.348,0.004,0.000,1.995,0.000,1.995,2.103,1.99
2003,10,17,0.000,0.000,0.000,0.000,0.000,0.000,4.330,0.000,48.787,16.548,0.004,0.000,1.799,0.000,1.799,1.897,1.79
2003,10,18,0.000,0.000,0.000,0.000,0.000,0.000,4.017,0.000,44.769,14.925,0.004,0.000,1.623,0.000,1.623,1.711,1.60
2003,10,19,0.000,0.000,0.000,0.000,0.000,0.000,3.724,0.000,41.046,13.461,0.004,0.000,1.463,0.000,1.464,1.543,1.44
2003,10,20,0.000,0.000,0.000,0.000,0.000,0.000,3.448,0.000,37.597,12.141,0.004,0.000,1.320,0.000,1.320,1.392,1.29
2003,10,21,0.000,0.000,0.000,0.000,0.000,0.000,3.188,0.000,34.410,10.950,0.004,0.000,1.190,0.000,1.191,1.256,1.15
2003,10,22,0.000,0.000,0.000,0.000,0.000,0.000,2.946,0.000,31.464,9.876,0.004,0.000,1.074,0.000,1.074,1.132,1.03
2003,10,23,0.000,0.000,0.000,0.000,0.000,0.000,2.718,0.000,28.746,8.907,0.004,0.000,0.968,0.000,0.969,1.021,0.92
2003,10,24,0.000,0.000,0.000,0.000,0.000,0.000,2.506,0.000,26.240,8.033,0.004,0.000,0.873,0.000,0.874,0.921,0.84
2003,10,25,0.000,0.000,0.000,0.000,0.000,0.000,2.308,0.000,23.932,7.245,0.004,0.000,0.788,0.000,0.788,0.831,0.79
2003,10,26,0.000,0.000,0.000,0.000,0.000,0.000,2.123,0.000,21.809,6.534,0.004,0.000,0.710,0.000,0.711,0.749,0.75
2003,10,27,0.000,0.000,0.000,0.000,0.000,0.000,1.952,0.000,19.857,5.893,0.004,0.000,0.641,0.000,0.641,0.676,0.71
2003,10,28,0.000,0.000,0.000,0.000,0.000,0.000,1.791,0.000,18.066,5.315,0.004,0.000,0.578,0.000,0.578,0.610,0.67
2003,10,29,0.000,0.000,0.000,0.000,0.000,0.000,1.644,0.000,16.422,4.793,0.004,0.000,0.521,0.000,0.522,0.550,0.63
2003,10,30,0.000,0.000,0.000,0.000,0.000,0.000,1.506,0.000,14.916,4.323,0.004,0.000,0.470,0.000,0.470,0.496,0.60
2003,10,31,0.000,0.000,0.000,0.000,0.000,0.000,1.379,0.000,13.537,3.899,0.004,0.000,0.424,0.000,0.424,0.447,0.57
2003,11,1,0.000,0.000,0.000,0.000,0.000,0.000,1.260,0.000,12.277,3.516,0.004,0.000,0.382,0.000,0.383,0.404,0.54
2003,11,2,0.000,0.000,0.000,0.000,0.000,0.000,1.152,0.000,11.125,3.171,0.004,0.000,0.345,0.000,0.345,0.364,0.51
2003,11,3,0.000,0.000,0.000,0.000,0.000,0.000,1.051,0.000,10.074,2.860,0.004,0.000,0.311,0.000,0.311,0.328,0.48
2003,11,4,0.000,0.000,0.000,0.000,0.000,0.000,0.959,0.000,9.115,2.579,0.004,0.000,0.280,0.000,0.281,0.296,0.45
2003,11,5,0.000,0.000,0.000,0.000,0.000,0.000,0.873,0.000,8.242,2.325,0.004,0.000,0.253,0.000,0.253,0.267,0.43
2003,11,6,0.000,0.000,0.000,0.000,0.000,0.000,0.795,0.000,7.446,2.097,0.004,0.000,0.228,0.000,0.228,0.241,0.41
2003,11,7,0.000,0.000,0.000,0.000,0.000,0.000,0.723,0.000,6.723,1.891,0.004,0.000,0.206,0.000,0.206,0.217,0.38
2003,11,8,0.000,0.000,0.000,0.000,0.000,0.000,0.657,0.000,6.067,1.705,0.004,0.000,0.185,0.000,0.186,0.196,0.36
2003,11,9,0.000,0.000,0.000,0.000,0.000,0.000,0.596,0.000,5.470,1.538,0.004,0.000,0.167,0.000,0.168,0.177,0.34
2003,11,10,0.000,0.000,0.000,0.000,0.000,0.000,0.541,0.000,4.929,1.386,0.004,0.000,0.151,0.000,0.151,0.159,0.32
2003,11,11,0.000,0.000,0.000,0.000,0.000,0.000,0.491,0.000,4.438,1.250,0.004,0.000,0.136,0.000,0.136,0.144,0.30
2003,11,12,0.000,0.000,0.000,0.000,0.000,0.000,0.444,0.000,3.994,1.127,0.004,0.000,0.123,0.000,0.123,0.130,0.29
2003,11,13,0.000,0.000,0.000,0.000,0.000,0.000,0.402,0.000,3.592,1.016,0.004,0.000,0.111,0.000,0.111,0.117,0.27
2003,11,14,0.000,0.000,0.000,0.000,0.000,0.000,0.364,0.000,3.229,0.916,0.004,0.000,0.100,0.000,0.100,0.105,0.25
2003,11,15,0.000,0.000,0.000,0.000,0.000,0.000,0.328,0.000,2.900,0.826,0.004,0.000,0.090,0.000,0.090,0.095,0.24
2003,11,16,0.000,0.000,0.000,0.000,0.000,0.000,0.297,0.000,2.604,0.744,0.004,0.000,0.081,0.000,0.081,0.086,0.23
2003,11,17,4.000,0.000,0.000,0.000,0.000,0.000,0.268,4.000,6.311,0.694,0.004,0.000,0.075,0.000,0.076,0.079,0.21
2003,11,18,0.000,0.000,0.000,0.000,0.000,0.000,0.652,0.000,5.660,0.625,0.004,0.000,0.068,0.000,0.068,0.072,0.20
2003,11,19,0.000,0.000,0.000,0.000,0.000,0.000,0.587,0.000,5.073,0.563,0.004,0.000,0.061,0.000,0.062,0.065,0.19
2003,11,20,0.000,0.000,0.000,0.000,0.000,0.000,0.529,0.000,4.544,0.508,0.004,0.000,0.055,0.000,0.056,0.059,0.18
2003,11,21,0.000,0.000,0.000,0.000,0.000,0.000,0.475,0.000,4.069,0.458,0.004,0.000,0.050,0.000,0.050,0.053,0.17
2003,11,22,0.000,0.000,0.000,0.000,0.000,0.000,0.427,0.000,3.641,0.412,0.004,0.000,0.045,0.000,0.045,0.048,0.16
2003,11,23,0.000,0.000,0.000,0.000,0.000,0.000,0.384,0.000,3.257,0.371,0.004,0.000,0.040,0.000,0.041,0.043,0.15
2003,11,24,0.000,0.000,0.000,0.000,0.000,0.000,0.345,0.000,2.913,0.335,0.004,0.000,0.036,0.000,0.037,0.039,0.14
2003,11,25,0.000,0.000,0.000,0.000,0.000,0.000,0.309,0.000,2.603,0.301,0.004,0.000,0.033,0.000,0.033,0.035,0.13
2003,11,26,0.000,0.000,0.000,0.000,0.000,0.000,0.278,0.000,2.326,0.271,0.004,0.000,0.030,0.000,0.030,0.032,0.12
2003,11,27,0.000,0.000,0.000,0.000,0.000,0.000,0.249,0.000,2.077,0.244,0.004,0.000,0.027,0.000,0.027,0.029,0.11
2003,11,28,0.000,0.000,0.000,0.000,0.000,0.000,0.223,0.000,1.854,0.220,0.004,0.000,0.024,0.000,0.024,0.026,0.10
2003,11,29,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,1.654,0.198,0.004,0.000,0.022,0.000,0.022,0.023,0.10
2003,11,30,0.000,0.000,0.000,0.000,0.000,0.000,0.179,0.000,1.476,0.178,0.004,0.000,0.019,0.000,0.020,0.021,0.09
2003,12,1,0.000,0.000,0.000,0.000,0.000,0.000,0.160,0.000,1.316,0.160,0.004,0.000,0.017,0.000,0.018,0.019,0.08
2003,12,2,0.000,0.000,0.000,0.000,0.000,0.000,0.143,0.000,1.173,0.144,0.004,0.000,0.016,0.000,0.016,0.017,0.08
2003,12,3,0.000,0.000,0.000,0.000,0.000,0.000,0.128,0.000,1.045,0.130,0.004,0.000,0.014,0.000,0.015,0.015,0.07
2003,12,4,0.000,0.000,0.000,0.000,0.000,0.000,0.114,0.000,0.931,0.116,0.004,0.000,0.013,0.000,0.013,0.014,0.07
2003,12,5,0.000,0.000,0.000,0.000,0.000,0.000,0.102,0.000,0.829,0.105,0.004,0.000,0.011,0.000,0.012,0.012,0.06
2003,12,6,0.000,0.000,0.000,0.000,0.000,0.000,0.091,0.000,0.739,0.094,0.004,0.000,0.010,0.000,0.011,0.011,0.06
2003,12,7,0.000,0.000,0.000,0.000,0.000,0.000,0.081,0.000,0.658,0.084,0.004,0.000,0.009,0.000,0.010,0.010,0.06
2003,12,8,0.000,0.000,0.000,0.000,0.000,0.000,0.072,0.000,0.585,0.076,0.004,0.000,0.008,0.000,0.009,0.009,0.06
2003,12,9,0.000,0.000,0.000,0.000,0.000,0.000,0.064,0.000,0.521,0.068,0.004,0.000,0.007,0.000,0.008,0.008,0.06
2003,12,10,0.000,0.000,0.000,0.000,0.000,0.000,0.057,0.000,0.463,0.061,0.004,0.000,0.007,0.000,0.007,0.007,0.06
2003,12,11,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.000,0.412,0.054,0.004,0.000,0.006,0.000,0.006,0.007,0.06
2003,12,12,0.000,0.000,0.000,0.000,0.000,0.000,0.046,0.000,0.367,0.049,0.004,0.000,0.005,0.000,0.006,0.006,0.06
2003,12,13,0.000,0.000,0.000,0.000,0.000,0.000,0.041,0.000,0.326,0.043,0.004,0.000,0.005,0.000,0.005,0.005,0.06
2003,12,14,0.000,0.000,0.000,0.000,0.000,0.000,0.036,0.000,0.290,0.039,0.004,0.000,0.004,0.000,0.005,0.005,0.06
2003,12,15,0.000,0.000,0.000,0.000,0.000,0.000,0.032,0.000,0.258,0.034,0.004,0.000,0.004,0.000,0.004,0.004,0.06
2003,12,16,0.000,0.000,0.000,0.000,0.000,0.000,0.029,0.000,0.229,0.031,0.004,0.000,0.003,0.000,0.004,0.004,0.06
2003,12,17,0.000,0.000,0.000,0.000,0.000,0.000,0.025,0.000,0.204,0.027,0.004,0.000,0.003,0.000,0.003,0.004,0.06
2003,12,18,0.000,0.000,0.000,0.000,0.000,0.000,0.023,0.000,0.181,0.024,0.004,0.000,0.003,0.000,0.003,0.003,0.06
